stop_lon,stop_name,stop_lat,stop_id,location_type,parent_station
-0.2416824,Tea Garden,5.526985,SA5083501064,1,
-0.2479427,USA,5.5322468,5114018830,0,SA4997810035
-0.2644759,Mama's Inn,5.554371,5000179121,0,SA5000179121
-0.2645143,Sahara,5.5505587,5000179123,0,SA5000179123
-0.264496,Beecham,5.5523658,5000179122,0,SA5000179122
-0.2645687,Dansoman Police Station,5.5435269,5000179125,0,SA5000179125
-0.2645437,Dansoman Control,5.5459695,5000179124,0,SA5000179124
-0.2647419,Exhibition (Dansoman),5.5379064,5000179127,0,SA5000179127
-0.2646057,Dansoman Market,5.5411138,5000179126,0,SA5000179126
-0.2652411,Kofi ne Ama,5.5324576,5000179129,0,SA5000179129
-0.2651323,Seven Great,5.5352343,5000179128,0,SA5000179128
-0.173855,Masalaachi,5.6764997,SA5026254414,1,
-0.2688401,Israel Lomnava,5.6311312,SA5034362685,1,
-0.1826114,37 Hospital,5.5879146,4974195502,0,SA4974193123
-0.1894351,Sankara,5.5734253,4974195501,0,SA4974193124
-0.2469156,Abeka Lapaz Last Stop,5.6060986,5027390605,0,SA5027390605
-0.2085833,Nima Junction,5.5822317,5036784367,0,SA5036784367
-0.2101245,Kwashieman Junction,5.6493102,5113195625,0,SA5113195625
-0.2077138,Clinic/ police container,5.6571738,SA5036565843,1,
-0.208338,College,5.5832983,5039970966,0,SA5005030175
-0.2092693,Mallam Atta,5.5812484,5039970967,0,SA5039970967
-0.2033918,Vulcanizer,5.5932618,5039970964,0,SA5039970964
-0.2079,Newtown Total,5.5855719,5039970965,0,SA5036738890
-0.2074836,Agbadinar,5.587907,5039970962,0,SA5036738892
-0.2393011,Abeka Main Market,5.6008086,4990070169,0,SA4990070169
-0.2005099,Club 1000,5.5959381,5039970960,0,SA5036738899
-0.2093405,Kotobabi Down,5.5956724,5040075680,0,SA5005030167
-0.2239655,Abeka Junction,5.5989245,4990070164,0,SA4990070164
-0.2245869,Abeka Junction Curve,5.5993959,4990070165,0,SA4990070165
-0.2333453,Total,5.5980282,4990070166,0,SA4990070166
-0.2368642,Adom Junction,5.5995687,4990070167,0,SA4990070167
-0.2167254,Circle Asoredanho,5.5756325,4990070160,0,SA4990070160
-0.2170401,Caprice,5.5839552,4990070161,0,SA4990070161
-0.2105227,Asantewaa,5.57957,5039970968,0,SA5039970968
-0.2120704,Fidelity,5.5774927,5039970969,0,SA5039970969
-0.2507585,Taifa Post Office,5.652058,5039026000,0,SA5038728623
-0.2180496,Abelenkpe,5.6079878,5112798929,0,SA5092806453
-0.2172718,Caprice Taxi Station,5.5844696,4999883665,0,SA4999883665
-0.2098088,2nd Curve,5.642975,SA5113124903,1,
-0.1773089,Airport First,5.6064531,30729987,0,SA30729987
-0.2627822,Tabora Asoredanho,5.6218117,5040372067,0,SA5024610763
-0.2971831,Mendskrom,5.5583351,4752773021,0,SA4752773021
-0.2363652,Council,5.5761723,SA5026603975,1,
-0.212581,Over head First Stop,5.5692329,5054364801,0,SA5054364801
-0.2254852,Transport,5.566357,SA5045157927,1,
-0.2787566,Mallam Market,5.5739276,4972894711,0,SA4972894711
-0.2366278,Cocoa Clinic,5.5713871,SA5026603977,1,
-0.1982492,Traffic,5.5826358,SA5028942308,1,
-0.2350597,St. Johns,5.5822919,SA5026603970,1,
-0.2425509,Kakalika,5.531008,5027248839,0,SA5027248839
-0.2646911,Agege,5.5290031,SA5102104495,1,
-0.2354614,Been to,5.5814187,SA5026603971,1,
-0.1850427,Traffic Light,5.5532313,5026060287,0,SA5026060287
-0.2064297,E. C. Quaye Road,5.5443406,5026060286,0,SA5026060286
-0.2603764,Tabora Number 4,5.6087957,5040372061,0,SA5024610769
-0.308907,Shikpontele,5.7186596,5020102838,0,SA5009934985
-0.2357075,PnP Junction,5.5991258,4994875971,0,SA4994875971
-0.3050504,Toman,5.7122526,5009934992,0,SA5009934992
-0.2341018,Sakora,5.5790784,SA5026603973,1,
-0.1819706,Frankies,5.5610865,5026060289,0,SA5026060289
-0.1824081,Shell,5.5582989,5026060288,0,SA5026060288
-0.2699421,Adofo Aman,5.5266116,5047542825,0,SA5047542825
-0.1960412,Supermarket,5.6674872,5036565849,0,SA5020636353
-0.268442,Agege Commando,5.5273111,5047542827,0,SA5047542827
-0.2691144,Assemblies,5.5269768,5047542826,0,SA5047423645
-0.2887976,Curve Omanjor,5.6338273,5084819816,0,SA5084819816
-0.271889,Yellow House,5.5243274,5047542823,0,SA5047542823
-0.2099058,Westlands junction,5.6500751,5036565840,0,SA5036505671
-0.2093378,Sign board,5.6521095,5036565841,0,SA5036565841
-0.2086187,Communication,5.6542123,5036565842,0,SA5036565842
-0.2873943,Mensah Addo Transfomer,5.6336341,5084819817,0,SA5084819817
-0.2474976,Aayalolo,5.5321722,5047542829,0,SA5047542829
-0.2677237,Curve,5.5278504,5047542828,0,SA5047423644
-0.2055429,Post Box,5.661621,5036565846,0,SA5036565846
-0.2201832,Agbobloshie Market,5.5503625,5114018827,0,SA5114018827
-0.235791,PnP Junction,5.5992202,4997066314,0,SA4994875971
-0.2524844,Soko,5.5451638,5025202271,0,SA5025202271
-0.2131227,Akoto Lante,5.5388694,5025202270,0,SA5025202270
-0.2006711,Precious Minerals,5.5506797,5035706410,0,SA5035706410
-0.2159085,Agbado,5.5385914,5023043120,0,SA5022509200
-0.2648468,Odorkor,5.5796764,SA4740602036,1,
-0.1799915,Legon Second,5.6518837,SA4740602037,1,
-0.1581616,La Olympia,5.5598933,5104184940,0,SA5104165251
-0.2113101,Ridge,5.59762,SA5043729312,1,
-0.2157098,Abelenkpe Curve,5.607529,4994619136,0,SA4994619136
-0.2513445,Post Office,5.5819757,SA5024437371,1,
-0.260225,Abomatte,5.5631678,5028241072,0,SA5001014675
-0.2622763,Zodiac,5.5601563,5028241071,0,SA5028241071
-0.2617169,Tabora Alhaji,5.6280271,SA5024437372,1,
-0.2492944,Sukura,5.5505701,5045462244,0,SA5024234901
-0.2475492,Mangoase,5.5819531,5052216076,0,SA5035473850
-0.2438594,Printing Press,5.5505008,SA5045353363,1,
-0.1502083,Kpogas,5.5731197,SA5010786355,1,
-0.1464964,AMA,5.5744905,SA5010786354,1,
-0.1450121,Zenith,5.5735155,SA5010786353,1,
-0.1388741,Container,5.5752918,SA5010786352,1,
-0.2506602,Tantra Resevoir,5.6415811,5010252540,0,SA5010252540
-0.1416891,Watermelon Junction,5.5826903,SA5010786350,1,
-0.2161403,Vodafone,5.5718565,5039861615,0,SA5039861615
-0.2314403,Immesco Rice,5.5897601,5039861617,0,SA5039839196
-0.2085122,Accra Rawlings Park,5.5455539,5111702006,0,SA5025972755
-0.1894888,Kaukudi,5.5940469,SA5079513347,1,
-0.1927163,Kanda Masalaachi,5.5867284,SA5079513346,1,
-0.1948065,Nima Junction,5.581985,SA5079513345,1,
-0.1970395,Overhead,5.5771783,SA5079513344,1,
-0.2332927,Blue Kiosk,5.5933758,SA5064359910,1,
-0.2333366,First Junction,5.5922367,SA5064359911,1,
-0.2344091,Abossey Okai Zongo Junction,5.5561093,5111702009,0,SA5111702009
-0.2291134,Mantse 1st gate,5.5756283,SA5064359915,1,
-0.2397401,Mamprobi Police Station,5.533956,SA5083164018,1,
-0.2524026,Appiah Danquah/Soko,5.5451981,5058534299,0,SA5045353349
-0.2605615,Market,5.5887639,5027274336,0,SA5027274336
-0.2597169,Macedonia,5.5910936,5027274335,0,SA5027274335
-0.2592586,Blue Kiosk,5.5922352,5027274334,0,SA5027274334
-0.2587421,Mangoase,5.5941284,5027274333,0,SA5027274333
-0.2587949,Official Town,5.5949885,5027274332,0,SA5027274332
-0.0162609,Community 7,5.6625038,5097648857,0,SA5097648857
-0.2018332,Kanda,5.5728472,SA5026460153,1,
-0.1789634,Legon station,5.6501681,4981090362,0,SA4981090362
-0.2172718,Caprice Taxi Station,5.5844696,SA4999883665,1,
-0.2244774,Presby School,5.6177376,SA5036784354,1,
-0.2259058,Achimota New Station,5.621493,4981090360,0,SA4981090360
-0.1940004,ADB House,5.5649249,5113361303,0,SA5088569160
-0.3263449,Point 5,5.6336624,SA5084325658,1,
-0.2145178,Alajo Blue Kiosk,5.5984993,SA5082543201,1,
-0.212226,Polo Junction,5.598347,SA5082543200,1,
-0.218066,Alajo Junction,5.5905534,SA5082543203,1,
-0.2167767,Sarbah Junction,5.5952385,SA5082543202,1,
-0.2646057,Dansoman Market,5.5411138,SA5000179126,1,
-0.2319218,Nkrumah flat,5.5739285,SA5064519467,1,
-0.2121381,Methodist Church of Ghana,5.536337,5025315254,0,SA5025315254
-0.2151171,Agbado,5.5385878,5025315255,0,SA5022509200
-0.2206202,Boxing Arena,5.5373444,5025315256,0,SA5025315256
-0.2359506,Kaneshie Foot Bridge,5.5651668,5025315250,0,SA5025315250
-0.2070851,Makola Tudu,5.5476549,5025315251,0,SA5025315251
-0.2067987,Market,5.5446021,5025315252,0,SA5025315252
-0.2070333,Melcom,5.5431965,5025315253,0,SA5025315253
-0.1325391,Adjiringanor (Block factory),5.6484394,5064991464,0,SA5064991464
-0.1293791,Curve,5.6513647,5064991465,0,SA5064991465
-0.131491,Ability,5.6566066,5064991466,0,SA5064974037
-0.1324584,Zion,5.6590599,5064991467,0,SA5064974036
-0.1648465,Bawaleshie First,5.6421651,5064991460,0,SA5047154061
-0.1488956,Curve,5.6456813,5064991461,0,SA5064991461
-0.1449765,Adjiringanor Bridge,5.6458696,5064991462,0,SA5064974043
-0.1373575,Gate,5.6457678,5064991463,0,SA5064974041
-0.1303524,Caterpillar,5.6648836,5064991468,0,SA5064974034
-0.1282463,Morocco,5.6706085,5064991469,0,SA5064974032
-0.1836159,Osu Salem,5.5543082,5083117565,0,SA5083117565
-0.2380742,Asoredanho,5.5841501,SA5083251759,1,
-0.2404217,Waterworks,5.5560825,SA5095971780,1,
-0.2173491,Village First,5.6375643,5037881468,0,SA5037881468
-0.3897805,Chinese,5.5434112,SA5010113608,1,
-0.2323775,Happy Days,5.5556859,SA5031022750,1,
-0.2555019,Vice,5.5730916,SA5022186330,1,
-0.2544244,Curve,5.5724834,SA5022186331,1,
-0.1445744,Adjiringanor Bridge,5.6457942,SA5064974043,1,
-0.1745985,Junction,5.5788369,SA5029234103,1,
-0.249833,Mataheko Police Quarters,5.5674461,SA5022186334,1,
-0.2473776,Peace Clinic,5.5659396,SA5022186335,1,
-0.1717598,Yeboah,5.6362521,SA5064974046,1,
-0.2185736,Achimota Forest,5.6207628,SA5064974048,1,
-0.2184337,Achimota Police Station,5.6209087,5052380389,0,SA5052380389
-0.2754227,Africa,5.612736,SA5043094921,1,
-0.2388726,Bishop,5.5720594,5049610381,0,SA5024437370
-0.2479542,Mile 7 Clinic,5.6297191,4990423841,0,SA4990252732
-0.3122011,Oblogo,5.5595978,5040045043,0,SA5040045043
-0.176012,Accra End of the Motorway,5.6273481,5020282546,0,SA5020282546
-0.2330129,Total,5.5981088,4990162118,0,SA4990070166
-0.1500724,American House,5.6475723,5020282544,0,SA5020282544
-0.2270332,Azumah Nelson Complex,5.5748624,5049610383,0,SA4992650310
-0.2717567,Second Curve,5.6344909,5040597020,0,SA5040597020
-0.1345249,Adjringanor/Otanor,5.6467064,5020282543,0,SA5020282543
-0.1796585,Legon police station,5.6512919,SA5035697844,1,
-0.2452697,Abotare,5.6050751,4990162110,0,SA4990162110
-0.249833,Mataheko Police Quarters,5.5674461,5022186334,0,SA5022186334
-0.2473776,Peace Clinic,5.5659396,5022186335,0,SA5022186335
-0.2373871,Free Pipe,5.599799,4990162115,0,SA4990070168
-0.2391297,Abeka Main Market,5.6007988,4990162114,0,SA4990070169
-0.2555019,Vice,5.5730916,5022186330,0,SA5022186330
-0.2544244,Curve,5.5724834,5022186331,0,SA5022186331
-0.2645143,Sahara,5.5505587,SA5000179123,1,
-0.2007878,Nima Police Station,5.5742089,SA4997374740,1,
-0.2314688,Ayigbe Town,5.5538409,5013078305,0,SA5013078305
-0.1896684,TV3,5.5763199,SA4997374742,1,
-0.1854895,37 Water Works,5.5825313,SA4997374744,1,
-0.2489701,Bridge,5.5263755,SA5043547850,1,
-0.1801215,Opeibea Second,5.5952582,SA4997374746,1,
-0.1025033,Abotsi Anya,5.5850742,5054759318,0,SA5054759318
-0.2423735,Bambolino,5.6087099,SA4980841288,1,
-0.24051,Lapaz Market,5.6090177,SA4980841289,1,
-0.2670071,Kwashieman School Junction,5.5896671,5084819921,0,SA5084819921
-0.2641332,Odorkor Market,5.5829571,5084819922,0,SA5084819922
-0.2637732,Odorkor Station,5.581884,5084819923,0,SA5084819923
-0.2481677,Abeka Lapaz,5.6072824,SA4980841285,1,
-0.2375234,Mighty Power,5.5702616,SA5024437369,1,
-0.245219,Nii Boi Town Junction,5.6082043,SA4980841287,1,
-0.2316552,Masalakyi,5.5849443,SA4995193054,1,
-0.2079041,Tudu,5.5512188,5025314720,0,SA5025314720
-0.2005797,Nima Roundabout,5.5782776,5034539524,0,SA5028866874
-0.2570488,New Russia,5.5561363,SA5111784810,1,
-0.257078,Mataheko,5.5556049,SA5111784811,1,
-0.3416524,Shoprite,5.5462353,5010154464,0,SA5008691260
-0.1926581,Ebenezer,5.6673302,SA5036505669,1,
-0.2353551,Meridian Chemist,5.5878042,SA5026070130,1,
-0.2323775,Happy Days,5.5556859,5031022750,0,SA5031022750
-0.2299383,Obaatanpa,5.5813092,SA5026070132,1,
-0.2279265,Dance Bar,5.5767516,SA5026070133,1,
-0.2395381,Washingbay,5.5862349,SA5035473848,1,
-0.0143521,Community 6,5.6577598,SA5097648858,1,
-0.0134427,Community 4,5.6554354,SA5097648859,1,
-0.0184411,Community 8,5.6679372,SA5097648856,1,
-0.2281886,Awudome,5.5691974,SA5035473844,1,
-0.0227042,Hospital Roundabout,5.6785468,SA5097648854,1,
-0.0199458,Community 9,5.6716923,SA5097648855,1,
-0.2222051,Cold store,5.5569473,SA5035473841,1,
-0.2146609,Gate,5.5526127,SA5035473840,1,
-0.2263827,STC,5.5640063,SA5035473843,1,
-0.2235948,Rana Motors,5.5596173,SA5035473842,1,
-0.2925899,Old Station,5.6363293,5041737426,0,SA5041737426
-0.239881,Ayigbe town,5.5835048,5049594494,0,SA5026574428
-0.2425509,Kakalika,5.531008,SA5027248839,1,
-0.2422749,Tea Gadern,5.5276379,SA5027248838,1,
-0.2245083,Access Bank,5.5842414,5026530818,0,SA5026530818
-0.2233723,Ashfoam,5.5788208,5026530819,0,SA5026530819
-0.2289623,Light House,5.5864284,5026530816,0,SA5026530816
-0.2271317,Melcom,5.5872987,5026530817,0,SA5014716657
-0.2437244,Alomo Junction,5.5268044,SA5027248837,1,
-0.2461495,Lantemame,5.5265448,SA5027248836,1,
-0.2047198,Barclays,5.6656167,5041138816,0,SA5041138816
-0.1794401,Aquinas,5.5743025,4995054813,0,SA4995054813
-0.1803026,Prisons,5.5709122,4995054812,0,SA4995054812
-0.1808304,Police Hospital,5.5678104,4995054811,0,SA4995054811
-0.1811262,Koala,5.5661404,4995054810,0,SA4995054810
-0.1762183,Lands Commission,5.5851221,4995054816,0,SA4995054816
-0.175357,GIS Curve,5.5800085,4995054815,0,SA4995054815
-0.1789287,Roundabout,5.576157,4995054814,0,SA4995054814
-0.1412343,Second,5.6316199,SA4990644992,1,
-0.1430386,Energy,5.6308497,SA4990644993,1,
-0.1295281,Zain Office,5.636397,SA4990644990,1,
-0.1328471,Cylinder,5.6350484,SA4990644991,1,
-0.1525619,Flower Pot,5.6267862,SA4990644994,1,
-0.2874568,Abase Mallam,5.5743755,SA5110119200,1,
-0.2867476,Masalaachi Mallam,5.5727841,SA5110119201,1,
-0.2328982,Old Stop,5.5877115,SA4995193048,1,
-0.2352465,Kaneshie Market Station,5.5658238,SA4995193049,1,
-0.2699125,Tipper,5.5785025,SA5110119204,1,
-0.1249769,Agblezah,5.6172828,SA5029108942,1,
-0.306518,Pentecost Junction,5.6250111,5015015397,0,SA5014899353
-0.1771379,Bridge,5.5649713,SA5029108940,1,
-0.1282944,Roundabout,5.5944969,SA5029108941,1,
-0.1828747,Christian Council,5.5533827,5033271030,0,SA5033271030
-0.2019673,Novotel,5.5533978,SA5025776031,1,
-0.2197027,Graphic,5.5555071,SA5025776030,1,
-0.2717172,Been To,5.5873886,SA4752766522,1,
-0.2067663,Prempeh,5.5937165,5082543197,0,SA5039895710
-0.2056691,CJ School,5.5927096,5082543196,0,SA5082543196
-0.2223419,Junction,5.6127269,SA4994619134,1,
-0.2176868,Dua Ase,5.6111632,SA4994619135,1,
-0.2678356,Busia Junction,5.5791228,5110119205,0,SA5000176413
-0.2097218,Modest,5.5962339,5082543199,0,SA5082543199
-0.2076808,Kotobabi Night Market,5.5946942,5082543198,0,SA5082543198
-0.1909015,Stadium Junction,5.5502461,5104165255,0,SA5104165255
-0.2721356,Sakaman Blue Lagoon,5.571485,5123158993,0,SA5123158993
-0.2763563,Sowutuom Chopbar,5.6174039,5015015390,0,SA5015015390
-0.2575751,Zone 6,5.5314411,SA4997810031,1,
-0.2614355,Karikari,5.5309817,SA4997810030,1,
-0.2540035,205,5.5319607,SA4997810033,1,
-0.2549926,Agege,5.5317991,SA4997810032,1,
-0.2170806,Alajo Market,5.5910678,5037296280,0,SA5037296280
-0.2167639,Filling Station,5.5940542,5037296281,0,SA5037296281
-0.2444205,Methodist,5.5348583,SA4997810037,1,
-0.2462328,Bamboi,5.5328628,SA4997810036,1,
-0.2327288,Awotsɛ Kojo,5.5347944,SA5022509204,1,
-0.2426232,Girl School,5.5319185,5027248840,0,SA5027248840
-0.2439524,Mataheko,5.5629792,5110119206,0,SA5110119206
-0.2299216,Abossey Okai,5.5604845,SA5013078307,1,
-0.2305061,Total,5.5594651,SA5013078306,1,
-0.2314688,Ayigbe Town,5.5538409,SA5013078305,1,
-0.2264995,Mortuary,5.5430354,SA5013078304,1,
-0.2219614,Junction,5.5378557,SA5013078303,1,
-0.2233271,Korle-Bu Barber,5.5369187,SA5013078302,1,
-0.2356114,MTN,5.6102693,SA5113810459,1,
-0.1592614,Soul Clinic,5.582496,5079677922,0,SA5079630605
-0.1474018,Trade Fair,5.5694651,5079677923,0,SA5012075057
-0.1720888,El-Wak,5.5870842,5079677921,0,SA5079677921
-0.1437218,T-Junction Curve,5.5641312,5079677924,0,SA5079677924
-0.0803876,Bank,5.6001649,5079677925,0,SA5054694235
-0.2095848,Mallam Attah Market,5.5863151,5039895714,0,SA5039895714
-0.2084412,School Junction,5.5618188,SA5104904323,1,
-0.3110896,Sarpeiman,5.7256372,5009934991,0,SA5009934991
-0.2354245,Dome /Ashongman Estates,5.702369,5035532957,0,SA5035532957
-0.2754227,Africa,5.612736,5043094921,0,SA5043094921
-0.2745991,Auntie Aku,5.6082358,5043094922,0,SA5043094922
-0.2743514,Assiamah,5.6069955,5043094923,0,SA5043094923
-0.2376331,Presby,5.6995104,5035532959,0,SA5035532959
-0.2364412,School junction,5.701623,5035532958,0,SA5035532958
-0.0923639,Basket,5.6301492,4990644976,0,SA4990644976
-0.2174918,Traffic Light,5.5794951,5049594489,0,SA5049594489
-0.2781679,A Lang,5.5977924,SA5043423431,1,
-0.2529415,Hansonic,5.5740151,SA5022354483,1,
-0.2511787,Atico,5.5741643,SA5022354482,1,
-0.2745007,Mystical Rose Int School Junction,5.6153037,5095915259,0,SA5095822097
-0.2697325,Phobia Junction,5.6132856,5095915258,0,SA5050667456
-0.0435957,Under Bridge,5.6747917,SA1200964747,1,
-0.270854,Abam Kofi,5.5616542,SA5022354486,1,
-0.2679526,Mt Olivet,5.5606572,SA5022354485,1,
-0.1826812,Osu Shell,5.5565974,SA4995054806,1,
-0.1822208,Papaye,5.5595692,SA4995054807,1,
-0.1835933,Osu,5.554076,SA4995054804,1,
-0.1833494,Presby School Junction,5.554982,SA4995054805,1,
-0.2613127,MTN,5.5586785,5001014676,0,SA5001014676
-0.1816047,SNNIT,5.5627714,SA4995054808,1,
-0.1807077,Legon First,5.6536077,SA4972315121,1,
-0.2558942,Camara Last Stop,5.5365881,5123186408,0,SA5123186408
-0.2602179,Mr Mensah,5.5377289,5123186409,0,SA5027216643
-0.2183046,Agbobloshie 2,5.5484154,5022509197,0,SA5022509197
-0.2867476,Masalaachi Mallam,5.5727841,5110119201,0,SA5110119201
-0.2419788,Eno,5.6027454,4990070171,0,SA4990070171
-0.2636861,Odorkor (Main Bus stop),5.5804311,SA5027354802,1,
-0.2269332,Melcom,5.5879449,SA5014716657,1,
-0.2241143,Ashfoam Junction,5.582849,SA5014716656,1,
-0.2228472,Fan Milk Junction,5.5731943,SA5014716655,1,
-0.2468737,Afropa,5.5903471,SA5045432464,1,
-0.2159517,Circle,5.5688494,5031322664,0,SA3109291911
-0.1176802,Trasacco,5.6450566,4992783155,0,SA4992783155
-0.2335625,Abeka Total,5.597953,SA5014716659,1,
-0.2299199,Mesco,5.5907051,SA5014716658,1,
0.0031339,Tema Main Harbour,5.6452868,4992783151,0,SA4992783151
-0.0099318,Community 8,5.6732099,4992783152,0,SA4992783152
-0.1995555,Novotel,5.5499807,5031322663,0,SA5025776031
-0.2627026,Hong Kong,5.599321,SA5008726859,1,
-0.4124889,Amanfrom,5.5354525,SA5008726858,1,
-0.2895545,Weija-Gbawe Municipal Hospital,5.5641557,SA5008726851,1,
-0.2892353,Qwass,5.564107,SA5008726850,1,
-0.3951585,Brigade,5.5405429,SA5008726853,1,
-0.3385323,SCC,5.5473118,SA5008726852,1,
-0.2491035,Abeka Lapaz,5.6069414,5013249863,0,SA4980841285
-0.2521162,Dansoman Junction,5.5752116,5051112450,0,SA5051112450
-0.2477455,Mataheko Quarters,5.5725993,5051112451,0,SA5022354481
-0.2380144,Mallam Station,5.566669,5051112452,0,SA5051112452
-0.2342995,Kaneshie Market,5.5644409,5051112453,0,SA5051112453
-0.215747,Roman junction,5.5849824,SA5040089800,1,
-0.2159116,Olympic junction,5.5846153,SA5040089801,1,
-0.2727864,Tantua School,5.5724371,SA5000972548,1,
-0.2743683,Sakaman,5.5754152,SA5000972549,1,
-0.2058368,Museum,5.5606235,5112961116,0,SA5031328607
-0.2722016,Sakaman Taxi Rank,5.5714297,SA5000972547,1,
-0.2298287,Kaneshie Roundabout,5.57111,5083251760,0,SA5083251760
-0.2389505,Atomic Junction,5.6674623,4990423854,0,SA4990423854
-0.2162409,Timber Market,5.5435678,5083164019,0,SA5041288969
-0.2167595,Circle,5.5697473,4990070158,0,SA3109291911
-0.2160183,Circle Post Office,5.5719954,5035796883,0,SA5035796883
-0.2179266,Alajo,5.5891483,5035796881,0,SA4990070162
-0.2220479,CAT,5.5957329,5035796880,0,SA4990070163
-0.2318464,Mama Lizzy,5.5850717,5064519465,0,SA5064519465
-0.2103426,Ashongman,5.7035478,SA5113124877,1,
-0.1801477,Power House,5.6560636,SA4972575680,1,
-0.2142356,Circle (Alajo Station),5.5711437,SA5037296278,1,
-0.208143,Down Town,5.7014683,SA5113124878,1,
-0.1779022,Atomic junction,5.6673058,5036565850,0,SA5036565850
-0.2264147,Korle Bu,5.5361606,SA4979349924,1,
-0.2335977,Kopevi,5.6145674,SA5079127713,1,
-0.2349652,Adwenpa,5.6149544,SA5079127712,1,
-0.2374214,Akwetteyman Zongo,5.6157915,SA5079127711,1,
-0.2402639,Akweteman Zongo (Last Stop),5.6139918,SA5079127710,1,
-0.2444595,Methodist,5.5344373,5047423638,0,SA4997810037
-0.2435332,Add a name to the stop with JungleBus app,5.5819888,5023802897,0,SA5023802897
-0.2651201,St. Martin Depores,5.5597816,5000176419,0,SA5000176419
-0.2170401,Caprice,5.5839552,SA4990070161,1,
-0.3718211,Adeyman,5.7171517,5064078023,0,SA5064078023
-0.2788759,Vulcanizer,5.6228929,5041737432,0,SA5041737432
-0.2769,Market,5.6205575,5041737433,0,SA5041737433
-0.284532,Ga Central Assembly,5.6252859,5041737430,0,SA5041737430
-0.2834354,Sowutuom,5.6248397,5041737431,0,SA5041737431
-0.2761418,Chop Bar,5.6165981,5041737434,0,SA5041737434
-0.2728334,Toilets,5.6139643,5041737435,0,SA5041737435
-0.2401201,Black Smith,5.5511073,4980974738,0,SA4980974738
-0.1310071,Teshie Rasta Road,5.5899072,5127360604,0,SA5127360604
-0.1783438,Okponglo,5.640853,5035725210,0,SA4752602021
-0.0826056,Victory Signboard,5.6260024,SA4990644972,1,
-0.2329235,Washing Bay,5.5941862,SA5064359909,1,
-0.2331783,School Juction,5.5954117,SA5064359908,1,
-0.1806082,License Office,5.5919333,SA4977880923,1,
-0.2432794,Junction,5.5561071,5024234905,0,SA5024234905
-0.2170081,Pele,5.597308,SA5037296282,1,
-0.2159116,Olympic junction,5.5846153,5040089801,0,SA5040089801
-0.2169013,Taxi Rank Alajo,5.5960336,SA5037296283,1,
-0.2370347,Ekutu Junction,5.5684977,5024437368,0,SA5024437368
-0.2788954,Awoshie,5.5870425,SA5041209348,1,
-0.236299,Orgle Street,5.585046,5128896348,0,SA5128896348
-0.2375234,Mighty Power,5.5702616,5024437369,0,SA5024437369
-0.0255552,Ashaiman Overhead,5.6826122,5007960687,0,SA4992783154
-0.1250987,Adjiringanor,5.6771612,5064991470,0,SA5064991470
-0.2599497,Tabora Number2,5.6060211,5024437366,0,SA4983237013
-0.2107525,Kingsway,5.5518679,5040089802,0,SA5005192351
-0.2370074,Market,5.5528102,5024234906,0,SA5024234906
-0.2091548,Kotobabi Down (Polo Park),5.5958908,SA5039895708,1,
-0.2089615,Kotobabi Market,5.5931302,SA5039895709,1,
-0.2475504,Banku Junction,5.5537769,5024234903,0,SA5024234903
-0.2476184,Borla Junction,5.5509311,5024234902,0,SA5024234902
-0.2492943,Sukura,5.5506217,5024234901,0,SA5024234901
-0.3213518,Samsam,5.7539328,5064078030,0,SA5064078030
-0.2083344,Brainy School Junction,5.6547708,SA5113124898,1,
-0.2359657,Cocoa Clinic,5.5716626,5045200685,0,SA5026603977
-0.1759504,Shiashie,5.6273041,5047154066,0,SA2581150583
-0.1849063,37 Water Works,5.5834009,5047154067,0,SA4997374744
-0.172673,Puplampu,5.6328306,5047154064,0,SA5047154064
-0.2075698,Police Container,5.6573176,SA5113124897,1,
-0.202063,Afari Gyan,5.679525,SA5113124890,1,
-0.2027893,Sam J,5.6772438,SA5113124891,1,
-0.2044956,Bridge,5.6719874,SA5113124892,1,
-0.2054838,Pentecost,5.669582,SA5113124893,1,
-0.2686858,All Days,5.5715268,SA5022186323,1,
-0.2708123,Blue Lagoon,5.5715646,SA5022186322,1,
-0.2705688,Alaba,5.5640348,SA5022186321,1,
-0.2639052,Odorkor,5.5811887,5058534311,0,SA4740602036
-0.2617768,Yellow Kiosk,5.5731576,SA5022186327,1,
-0.2980679,Second Yellow,5.6265568,SA5051112440,1,
-0.2657927,Masalachi,5.5723102,SA5022186325,1,
-0.2674006,Bola,5.571829,SA5022186324,1,
-0.2578471,Lotto Kiosk,5.5733567,SA5022186329,1,
-0.2604247,Pentecost,5.5732207,SA5022186328,1,
-0.2553837,Okwahu Motors,5.5587045,5027303272,0,SA5027285557
-0.2049509,Total,5.6675379,SA5113124894,1,
-0.1835921,37 Military Hospital,5.5921099,SA5043794576,1,
-0.2510034,Darkuman,5.5889506,SA5035412446,1,
-0.1711675,Wass,5.7045087,SA5020636351,1,
-0.2234181,Six Pillars,5.6210314,SA5022007554,1,
-0.2401622,Wireless,5.5862905,5045437547,0,SA5045432463
-0.2149328,Christian Village Jucntion,5.6351546,SA5022007555,1,
-0.1736704,Block Factory,5.6284456,5047154065,0,SA5047154065
-0.2578471,Lotto Kiosk,5.5733567,5022186329,0,SA5022186329
-0.2604247,Pentecost,5.5732207,5022186328,0,SA5022186328
-0.2657927,Masalachi,5.5723102,5022186325,0,SA5022186325
-0.2674006,Bola,5.571829,5022186324,0,SA5022186324
